Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Anisole,Liquid,0,1,Anisole,Anisole,Anisole,0.99,1,0.001,108.14,0,-37.5,153.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Anthracene,Solid,0,1,Anthracene,Anthracene,Anthracene,1.24,1,0.001,178.23,0,216.4,340,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Anthraquinone,Solid,0,1,Anthraquinone,Anthraquinone,Anthraquinone,1.42,1,0.001,208.21,0,286,380,0.1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0.4,0.3,,,,,0,0,0,0,0
Antimony Pentachloride,Solid,0,1,Antimony Pentachloride,Antimony Pentachloride,Antimony Pentachloride,2.35,1,0.001,299.02,0,4,140,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Antimony Pentoxide,Solid,0,1,Antimony Pentoxide,Antimony Pentoxide,Antimony Pentoxide,3.78,1,0.001,287.52,0,450,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Antimony Trichloride,Solid,0,1,Antimony Trichloride,Antimony Trichloride,Antimony Trichloride,3.14,1,0.001,228.11,0,73.4,207,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Antimony Trioxide,Solid,0,1,Antimony Trioxide,Antimony Trioxide,Antimony Trioxide,5.2,1,0.001,291.5,0,656,1550,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Aqua Regia,Liquid,0,1,Aqua Regia,Aqua Regia,Aqua Regia,1.12,1,0.001,140,0,-42,110,0.1,0xFFA500,1,0xFFA500,1,0xFFA500,1,0xFFA500,1,0.4,0.3,,,,,0,0,0,0,0
Argon,Gas,0,1,Argon,Argon,Argon,0.001,1,0.001,39.95,0,-189.3,-185.9,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Arsenic Pentoxide,Solid,0,1,Arsenic Pentoxide,Arsenic Pentoxide,Arsenic Pentoxide,4.7,1,0.001,229.84,0,315,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Arsenic Trioxide,Solid,0,1,Arsenic Trioxide,Arsenic Trioxide,Arsenic Trioxide,3.74,1,0.001,197.84,0,313,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Bromide,Solid,0,1,Barium Bromide,Barium Bromide,Barium Bromide,4.92,1,0.001,297.14,0,854,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Fluoride,Solid,0,1,Barium Fluoride,Barium Fluoride,Barium Fluoride,4.89,1,0.001,175.32,0,1355,2260,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Iodide,Solid,0,1,Barium Iodide,Barium Iodide,Barium Iodide,5.15,1,0.001,391.14,0,740,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Oxide,Solid,0,1,Barium Oxide,Barium Oxide,Barium Oxide,5.72,1,0.001,153.33,0,1923,2000,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Peroxide,Solid,0,1,Barium Peroxide,Barium Peroxide,Barium Peroxide,4.96,1,0.001,169.33,0,450,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Sulfide,Solid,0,1,Barium Sulfide,Barium Sulfide,Barium Sulfide,4.25,1,0.001,169.39,0,1200,0,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Benzamide,Solid,0,1,Benzamide,Benzamide,Benzamide,1.34,1,0.001,121.14,0,127.3,290,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Benzene Hexachloride,Organic,Solid,1,Benzene Hexachloride,Benzene Hexachloride,Benzene Hexachloride,1.87,1,0.001,290.83,0,157,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Benzil,Solid,0,1,Benzil,Benzil,Benzil,1.23,1,0.001,210.23,0,95,348,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Benzoic Anhydride,Organic,Solid,1,Benzoic Anhydride,Benzoic Anhydride,Benzoic Anhydride,1.19,1,0.001,226.23,0,42,360,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Benzoin,Solid,0,1,Benzoin,Benzoin,Benzoin,1.31,1,0.001,212.24,0,137,343,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Benzonitrile,Liquid,0,1,Benzonitrile,Benzonitrile,Benzonitrile,1.01,1,0.001,103.12,0,-12.8,191.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Benzophenone,Solid,0,1,Benzophenone,Benzophenone,Benzophenone,1.11,1,0.001,182.22,0,48.5,305.4,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Benzoyl Chloride,Liquid,0,1,Benzoyl Chloride,Benzoyl Chloride,Benzoyl Chloride,1.21,1,0.001,140.57,0,-1,197.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Benzyl Acetate,Liquid,0,1,Benzyl Acetate,Benzyl Acetate,Benzyl Acetate,1.06,1,0.001,150.16,0,-51.3,213,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Benzyl Alcohol,Liquid,0,1,Benzyl Alcohol,Benzyl Alcohol,Benzyl Alcohol,1.04,1,0.001,108.14,0,-15.4,205.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Benzyl Chloride,Liquid,0,1,Benzyl Chloride,Benzyl Chloride,Benzyl Chloride,1.1,1,0.001,126.58,0,-39,179.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Beryllium Chloride,Solid,0,1,Beryllium Chloride,Beryllium Chloride,Beryllium Chloride,1.9,1,0.001,79.97,0,415,520,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Beryllium Fluoride,Solid,0,1,Beryllium Fluoride,Beryllium Fluoride,Beryllium Fluoride,2.1,1,0.001,47.01,0,555,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Beryllium Hydroxide,Solid,0,1,Beryllium Hydroxide,Beryllium Hydroxide,Beryllium Hydroxide,1.92,1,0.001,43.03,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Beryllium Oxide,Solid,0,1,Beryllium Oxide,Beryllium Oxide,Beryllium Oxide,3.02,1,0.001,25.01,0,2507,3900,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Beryllium Sulfate,Solid,0,1,Beryllium Sulfate,Beryllium Sulfate,Beryllium Sulfate,2.37,1,0.001,105.07,0,550,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Biphenyl,Solid,0,1,Biphenyl,Biphenyl,Biphenyl,1.04,1,0.001,154.21,0,68.9,255,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Bismuth Chloride,Solid,0,1,Bismuth Chloride,Bismuth Chloride,Bismuth Chloride,4.75,1,0.001,315.33,0,227,447,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Bismuth Oxide,Solid,0,1,Bismuth Oxide,Bismuth Oxide,Bismuth Oxide,8.9,1,0.001,259.98,0,817,0,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Bismuth Subnitrate,Inorganic,Solid,1,Bismuth Subnitrate,Bismuth Subnitrate,Bismuth Subnitrate,4.93,1,0.001,394.98,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Bismuth Trichloride,Solid,0,1,Bismuth Trichloride,Bismuth Trichloride,Bismuth Trichloride,4.75,1,0.001,315.33,0,227,447,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Bismuth Trioxide,Solid,0,1,Bismuth Trioxide,Bismuth Trioxide,Bismuth Trioxide,8.9,1,0.001,259.98,0,817,0,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Bisphenol A,Solid,0,1,Bisphenol A,Bisphenol A,Bisphenol A,1.2,1,0.001,228.29,0,156,360,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Boron Tribromide,Gas,0,1,Boron Tribromide,Boron Tribromide,Boron Tribromide,0.003,1,0.001,250.52,0,-46,91.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Boron Trichloride,Gas,0,1,Boron Trichloride,Boron Trichloride,Boron Trichloride,0.005,1,0.001,117.17,0,-107.3,12.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Boron Trifluoride,Gas,0,1,Boron Trifluoride,Boron Trifluoride,Boron Trifluoride,0.003,1,0.001,67.81,0,-126.7,-99.9,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Boron Trioxide,Solid,0,1,Boron Trioxide,Boron Trioxide,Boron Trioxide,2.46,1,0.001,69.62,0,450,1860,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Bromine Pentafluoride,Liquid,0,1,Bromine Pentafluoride,Bromine Pentafluoride,Bromine Pentafluoride,2.47,1,0.001,149.9,0,-61.3,40.3,0.1,0xCD5C5C,1,0xCD5C5C,1,0xCD5C5C,1,0xCD5C5C,1,0.4,0.3,,,,,0,0,0,0,0
Bromoacetic Acid,Liquid,0,1,Bromoacetic Acid,Bromoacetic Acid,Bromoacetic Acid,1.93,1,0.001,138.95,0,49.3,208,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Bromoethane,Liquid,0,1,Bromoethane,Bromoethane,Bromoethane,1.46,1,0.001,108.97,0,-118.6,38.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Bromomethane,Gas,0,1,Bromomethane,Bromomethane,Bromomethane,0.003,1,0.001,94.94,0,-93.7,3.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butadiene,Gas,0,1,Butadiene,Butadiene,Butadiene,0.001,1,0.001,54.09,0,-109,-4.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butanediol,Liquid,0,1,Butanediol,Butanediol,Butanediol,1.02,1,0.001,90.12,0,52.4,204,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butyl Acrylate,Liquid,0,1,Butyl Acrylate,Butyl Acrylate,Butyl Acrylate,0.9,1,0.001,128.17,0,-64.6,145.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butylamine,Liquid,0,1,Butylamine,Butylamine,Butylamine,0.74,1,0.001,73.14,0,-47.2,77.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butyl Cellosolve,Liquid,0,1,Butyl Cellosolve,Butyl Cellosolve,Butyl Cellosolve,0.9,1,0.001,118.17,0,-40,171.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Acetate,Solid,0,1,Cadmium Acetate,Cadmium Acetate,Cadmium Acetate,2.34,1,0.001,230.5,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Bromide,Solid,0,1,Cadmium Bromide,Cadmium Bromide,Cadmium Bromide,5.19,1,0.001,272.22,0,567,863,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Carbonate,Solid,0,1,Cadmium Carbonate,Cadmium Carbonate,Cadmium Carbonate,4.26,1,0.001,172.42,0,500,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Chloride,Solid,0,1,Cadmium Chloride,Cadmium Chloride,Cadmium Chloride,4.05,1,0.001,183.32,0,568,964,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Cyanide,Solid,0,1,Cadmium Cyanide,Cadmium Cyanide,Cadmium Cyanide,2.23,1,0.001,164.45,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Fluoride,Solid,0,1,Cadmium Fluoride,Cadmium Fluoride,Cadmium Fluoride,6.33,1,0.001,150.41,0,1100,1748,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Hydroxide,Solid,0,1,Cadmium Hydroxide,Cadmium Hydroxide,Cadmium Hydroxide,4.79,1,0.001,146.41,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Iodide,Solid,0,1,Cadmium Iodide,Cadmium Iodide,Cadmium Iodide,5.67,1,0.001,366.22,0,388,742,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Nitrate,Solid,0,1,Cadmium Nitrate,Cadmium Nitrate,Cadmium Nitrate,2.46,1,0.001,236.42,0,100,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Oxide,Solid,0,1,Cadmium Oxide,Cadmium Oxide,Cadmium Oxide,6.95,1,0.001,128.41,0,1500,0,0.1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Sulfate,Solid,0,1,Cadmium Sulfate,Cadmium Sulfate,Cadmium Sulfate,4.69,1,0.001,208.47,0,1000,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cadmium Sulfide,Solid,0,1,Cadmium Sulfide,Cadmium Sulfide,Cadmium Sulfide,4.82,1,0.001,144.48,0,1750,0,0.1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0xFFFF00,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Bromide,Solid,0,1,Cesium Bromide,Cesium Bromide,Cesium Bromide,4.44,1,0.001,212.81,0,638,1300,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Carbonate,Solid,0,1,Cesium Carbonate,Cesium Carbonate,Cesium Carbonate,4.24,1,0.001,325.82,0,610,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Chloride,Solid,0,1,Cesium Chloride,Cesium Chloride,Cesium Chloride,3.99,1,0.001,168.36,0,645,1290,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Fluoride,Solid,0,1,Cesium Fluoride,Cesium Fluoride,Cesium Fluoride,4.12,1,0.001,151.9,0,703,1251,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Hydroxide,Solid,0,1,Cesium Hydroxide,Cesium Hydroxide,Cesium Hydroxide,3.68,1,0.001,149.91,0,342,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Iodide,Solid,0,1,Cesium Iodide,Cesium Iodide,Cesium Iodide,4.51,1,0.001,259.81,0,621,1280,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Nitrate,Solid,0,1,Cesium Nitrate,Cesium Nitrate,Cesium Nitrate,3.69,1,0.001,194.91,0,414,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Oxide,Solid,0,1,Cesium Oxide,Cesium Oxide,Cesium Oxide,4.65,1,0.001,281.81,0,490,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Cesium Sulfate,Solid,0,1,Cesium Sulfate,Cesium Sulfate,Cesium Sulfate,4.24,1,0.001,361.87,0,1005,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Chloral,Liquid,0,1,Chloral,Chloral,Chloral,1.51,1,0.001,147.39,0,-57.5,97.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chloral Hydrate,Solid,0,1,Chloral Hydrate,Chloral Hydrate,Chloral Hydrate,1.91,1,0.001,165.4,0,51.5,96.3,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Chloric Acid,Liquid,0,1,Chloric Acid,Chloric Acid,Chloric Acid,1.11,1,0.001,84.46,0,-20,110,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chlorine Dioxide,Gas,0,1,Chlorine Dioxide,Chlorine Dioxide,Chlorine Dioxide,0.003,1,0.001,67.45,0,-59,11,0.1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0xFFD700,1,0.4,0.3,,,,,0,0,0,0,0
Chlorine Trifluoride,Gas,0,1,Chlorine Trifluoride,Chlorine Trifluoride,Chlorine Trifluoride,0.004,1,0.001,92.45,0,-76.3,11.8,0.1,0xFFFACD,1,0xFFFACD,1,0xFFFACD,1,0xFFFACD,1,0.4,0.3,,,,,0,0,0,0,0
Chloroacetic Acid,Liquid,0,1,Chloroacetic Acid,Chloroacetic Acid,Chloroacetic Acid,1.58,1,0.001,94.5,0,61.3,189.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chloroacetyl Chloride,Liquid,0,1,Chloroacetyl Chloride,Chloroacetyl Chloride,Chloroacetyl Chloride,1.42,1,0.001,112.94,0,-22.5,106,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chlorobutane,Liquid,0,1,Chlorobutane,Chlorobutane,Chlorobutane,0.88,1,0.001,92.57,0,-123.1,78.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chloroethane,Gas,0,1,Chloroethane,Chloroethane,Chloroethane,0.002,1,0.001,64.51,0,-138.4,12.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chloroethanol,Liquid,0,1,Chloroethanol,Chloroethanol,Chloroethanol,1.2,1,0.001,80.51,0,-67.5,128.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chloroethylene,Gas,0,1,Chloroethylene,Chloroethylene,Chloroethylene,0.002,1,0.001,62.5,0,-153.8,-13.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chlorofluoromethane,Organic,Gas,1,Chlorofluoromethane,Chlorofluoromethane,Chlorofluoromethane,0.003,1,0.001,68.48,0,-135.1,-9.1,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Chloromethane,Gas,0,1,Chloromethane,Chloromethane,Chloromethane,0.002,1,0.001,50.49,0,-97.6,-24.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chloropropane,Liquid,0,1,Chloropropane,Chloropropane,Chloropropane,0.89,1,0.001,78.54,0,-122.8,47.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chlorosulfonic Acid,Liquid,0,1,Chlorosulfonic Acid,Chlorosulfonic Acid,Chlorosulfonic Acid,1.75,1,0.001,116.52,0,-80,158,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Chromic Acid,Liquid,0,1,Chromic Acid,Chromic Acid,Chromic Acid,1.35,1,0.001,118,0,-20,196,0.1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0.4,0.3,,,,,0,0,0,0,0
Chromium Acetate,Solid,0,1,Chromium Acetate,Chromium Acetate,Chromium Acetate,1.27,1,0.001,229.13,0,0,0,0.1,0x006400,1,0x006400,1,0x006400,1,0x006400,1,0.4,0.3,,,,,0,0,0,0,0
Chromium Chloride,Solid,0,1,Chromium Chloride,Chromium Chloride,Chromium Chloride,2.76,1,0.001,158.35,0,1152,1300,0.1,0x006400,1,0x006400,1,0x006400,1,0x006400,1,0.4,0.3,,,,,0,0,0,0,0
Chromium Nitrate,Solid,0,1,Chromium Nitrate,Chromium Nitrate,Chromium Nitrate,1.85,1,0.001,238.01,0,60,0,0.1,0x006400,1,0x006400,1,0x006400,1,0x006400,1,0.4,0.3,,,,,0,0,0,0,0
Chromium Sulfate,Solid,0,1,Chromium Sulfate,Chromium Sulfate,Chromium Sulfate,3.1,1,0.001,148.06,0,0,0,0.1,0x006400,1,0x006400,1,0x006400,1,0x006400,1,0.4,0.3,,,,,0,0,0,0,0
Chromium Trioxide,Solid,0,1,Chromium Trioxide,Chromium Trioxide,Chromium Trioxide,2.7,1,0.001,99.99,0,196,250,0.1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0xFF4500,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Acetate,Solid,0,1,Cobalt Acetate,Cobalt Acetate,Cobalt Acetate,1.71,1,0.001,177.02,0,0,0,0.1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Bromide,Solid,0,1,Cobalt Bromide,Cobalt Bromide,Cobalt Bromide,5.6,1,0.001,218.74,0,678,0,0.1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Carbonate,Solid,0,1,Cobalt Carbonate,Cobalt Carbonate,Cobalt Carbonate,4.2,1,0.001,118.94,0,0,0,0.1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Fluoride,Solid,0,1,Cobalt Fluoride,Cobalt Fluoride,Cobalt Fluoride,4.46,1,0.001,96.93,0,1200,1400,0.1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Hydroxide,Solid,0,1,Cobalt Hydroxide,Cobalt Hydroxide,Cobalt Hydroxide,3.6,1,0.001,92.95,0,0,0,0.1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0xFFC0CB,1,0.4,0.3,,,,,0,0,0,0,0
Cobalt Iodide,Solid,0,1,Cobalt Iodide,Cobalt Iodide,Cobalt Iodide,5.68,1,0.001,312.74,0,0,0,0.1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0x2F2F2F,1,0.4,0.3,,,,,0,0,0,0,0
